id,select_type,table,partitions,type,possible_keys,key,key_len,ref,rows,filtered,Extra
1,SIMPLE,orders,,fulltext,idx_ord_desc,idx_ord_desc,0,const,1,100.0,Using where; Ft_hints: no_ranking
